date,channel,episodeid,clip_url,starttime,endtime,starttime_seconds,endtime_seconds,Social Media Mention,Social Media Platform,CaptionError,CaptionError_Phrase
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:12,329","00:52:13,497",3132.329,3133.497,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:13,563","00:52:16,766",3133.563,3136.766,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:16,833","00:52:20,370",3136.833,3140.37,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:20,437","00:52:21,605",3140.437,3141.605,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:21,671","00:52:23,540",3141.671,3143.54,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:23,607","00:52:24,574",3143.607,3144.574,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:24,641","00:52:26,176",3144.641,3146.176,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:26,243","00:52:28,912",3146.243,3148.912,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:28,979","00:52:30,380",3148.979,3150.38,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:30,447","00:52:31,815",3150.447,3151.815,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:31,882","00:52:33,083",3151.882,3153.083,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:33,150","00:52:34,784",3153.15,3154.784,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:34,851","00:52:35,085",3154.851,3155.085,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:35,152","00:52:37,621",3155.152,3157.621,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:37,687","00:52:39,156",3157.687,3159.156,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:39,222","00:52:40,323",3159.222,3160.323,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:40,390","00:52:42,659",3160.39,3162.659,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:42,726","00:52:42,859",3162.726,3162.859,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:42,926","00:52:43,860",3162.926,3163.86,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:43,927","00:52:47,564",3163.927,3167.564,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:47,631","00:52:48,899",3167.631,3168.899,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:48,965","00:52:49,766",3168.965,3169.766,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:49,833","00:52:51,067",3169.833,3171.067,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:51,134","00:52:54,404",3171.134,3174.404,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:54,471","00:52:56,573",3174.471,3176.573,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:56,640","00:52:57,707",3176.64,3177.707,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:57,774","00:52:58,508",3177.774,3178.508,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3120/end/3180,"00:52:58,575","00:53:00,877",3178.575,3180.877,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:00,944","00:53:02,979",3180.944,3182.979,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:03,046","00:53:05,749",3183.046,3185.749,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:05,815","00:53:09,419",3185.815,3189.419,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:09,486","00:53:11,354",3189.486,3191.354,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:11,421","00:53:12,722",3191.421,3192.722,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:12,789","00:53:16,626",3192.789,3196.626,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:16,693","00:53:17,194",3196.693,3197.194,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:17,260","00:53:17,894",3197.26,3197.894,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:17,961","00:53:20,163",3197.961,3200.163,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:20,230","00:53:20,764",3200.23,3200.764,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:20,830","00:53:22,265",3200.83,3202.265,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:22,332","00:53:23,934",3202.332,3203.934,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:24,000","00:53:25,735",3204,3205.735,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:25,802","00:53:27,370",3205.802,3207.37,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:27,437","00:53:29,706",3207.437,3209.706,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:29,773","00:53:30,373",3209.773,3210.373,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:30,440","00:53:31,074",3210.44,3211.074,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:31,141","00:53:32,075",3211.141,3212.075,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:32,142","00:53:32,943",3212.142,3212.943,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:33,009","00:53:34,611",3213.009,3214.611,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:34,678","00:53:36,246",3214.678,3216.246,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:36,313","00:53:37,514",3216.313,3217.514,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:37,581","00:53:39,583",3217.581,3219.583,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:39,649","00:53:40,617",3219.649,3220.617,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:40,684","00:53:43,053",3220.684,3223.053,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:43,119","00:53:44,721",3223.119,3224.721,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:44,788","00:53:45,388",3224.788,3225.388,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:45,455","00:53:48,992",3225.455,3228.992,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:49,059","00:53:50,760",3229.059,3230.76,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:50,827","00:53:51,361",3230.827,3231.361,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:51,428","00:53:54,898",3231.428,3234.898,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:54,965","00:53:57,434",3234.965,3237.434,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:57,500","00:53:57,667",3237.5,3237.667,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3180/end/3240,"00:53:57,734","00:54:00,837",3237.734,3240.837,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:00,904","00:54:02,272",3240.904,3242.272,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:02,339","00:54:02,739",3242.339,3242.739,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:02,806","00:54:06,109",3242.806,3246.109,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:06,176","00:54:08,078",3246.176,3248.078,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:08,144","00:54:08,712",3248.144,3248.712,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:08,778","00:54:10,547",3248.778,3250.547,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:10,614","00:54:13,216",3250.614,3253.216,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:13,283","00:54:13,850",3253.283,3253.85,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:13,917","00:54:15,385",3253.917,3255.385,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:15,452","00:54:16,453",3255.452,3256.453,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:16,519","00:54:18,221",3256.519,3258.221,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:18,288","00:54:20,257",3258.288,3260.257,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:20,323","00:54:21,358",3260.323,3261.358,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:21,424","00:54:22,459",3261.424,3262.459,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:22,525","00:54:23,426",3262.525,3263.426,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:23,493","00:54:25,929",3263.493,3265.929,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:25,996","00:54:27,364",3265.996,3267.364,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:27,430","00:54:32,168",3267.43,3272.168,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:32,235","00:54:32,902",3272.235,3272.902,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:32,969","00:54:37,674",3272.969,3277.674,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:37,741","00:54:39,009",3277.741,3279.009,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:39,309","00:54:39,909",3279.309,3279.909,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:39,976","00:54:40,477",3279.976,3280.477,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:40,543","00:54:42,112",3280.543,3282.112,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:42,178","00:54:43,346",3282.178,3283.346,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:43,413","00:54:44,981",3283.413,3284.981,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:45,048","00:54:49,119",3285.048,3289.119,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:49,185","00:54:49,386",3289.185,3289.386,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:49,452","00:54:50,453",3289.452,3290.453,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:50,520","00:54:51,221",3290.52,3291.221,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:51,288","00:54:54,724",3291.288,3294.724,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:54,791","00:54:55,058",3294.791,3295.058,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:55,125","00:54:57,861",3295.125,3297.861,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:57,927","00:54:58,495",3297.927,3298.495,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3240/end/3300,"00:54:58,561","00:54:59,562",3298.561,3299.562,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:54:59,629","00:55:04,834",3299.629,3304.834,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:55:04,901","00:55:05,368",3304.901,3305.368,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:55:05,435","00:55:06,002",3305.435,3306.002,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:55:06,069","00:55:06,636",3306.069,3306.636,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:55:06,703","00:55:09,272",3306.703,3309.272,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:55:09,339","00:55:12,275",3309.339,3312.275,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:55:12,342","00:55:12,509",3312.342,3312.509,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:55:12,575","00:55:13,810",3312.575,3313.81,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:55:13,877","00:55:14,911",3313.877,3314.911,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:55:14,978","00:55:16,980",3314.978,3316.98,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:55:17,047","00:55:17,814",3317.047,3317.814,No,-,No,-
2020-03-14,CNN,CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon,https://archive.org/details/CNNW_20200314_030000_CNN_Tonight_With_Don_Lemon/start/3300/end/3360,"00:55:17,881","00:55:18,381",3317.881,3318.381,No,-,No,-
