date,channel,episodeid,clip_url,starttime,endtime,starttime_seconds,endtime_seconds,Social Media Mention,Social Media Platform,CaptionError,CaptionError_Phrase
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:06,042","00:22:07,409",1326.042,1327.409,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:07,410","00:22:08,377",1327.41,1328.377,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:09,479","00:22:10,846",1329.479,1330.846,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:10,847","00:22:11,947",1330.847,1331.947,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:10,847","00:22:11,947",1330.847,1331.947,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:11,948","00:22:13,715",1331.948,1333.715,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:13,716","00:22:14,649",1333.716,1334.649,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:14,650","00:22:15,517",1334.65,1335.517,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:15,518","00:22:16,451",1335.518,1336.451,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:16,452","00:22:17,986",1336.452,1337.986,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:17,987","00:22:19,354",1337.987,1339.354,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:19,355","00:22:21,523",1339.355,1341.523,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:19,355","00:22:21,523",1339.355,1341.523,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:21,524","00:22:22,491",1341.524,1342.491,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:23,759","00:22:25,127",1343.759,1345.127,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:25,161","00:22:28,196",1345.161,1348.196,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:25,161","00:22:28,196",1345.161,1348.196,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:28,231","00:22:29,631",1348.231,1349.631,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:29,665","00:22:30,799",1349.665,1350.799,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:29,665","00:22:30,799",1349.665,1350.799,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:30,833","00:22:31,867",1350.833,1351.867,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:31,901","00:22:35,137",1351.901,1355.137,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:31,901","00:22:35,137",1351.901,1355.137,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:35,171","00:22:37,372",1355.171,1357.372,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:35,171","00:22:37,372",1355.171,1357.372,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:38,708","00:22:39,474",1358.708,1359.474,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:39,542","00:22:41,977",1359.542,1361.977,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:42,045","00:22:43,578",1362.045,1363.578,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:43,646","00:22:45,514",1363.646,1365.514,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:45,581","00:22:47,182",1365.581,1367.182,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:47,250","00:22:48,917",1367.25,1368.917,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:48,985","00:22:50,185",1368.985,1370.185,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:50,253","00:22:52,921",1370.253,1372.921,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:52,989","00:22:54,856",1372.989,1374.856,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:54,924","00:22:56,091",1374.924,1376.091,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:56,159","00:22:57,526",1376.159,1377.526,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:57,593","00:22:58,493",1377.593,1378.493,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1320/end/1380,"00:22:58,561","00:22:59,628",1378.561,1379.628,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:22:59,695","00:23:01,530",1379.695,1381.53,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:01,597","00:23:04,332",1381.597,1384.332,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:04,400","00:23:05,167",1384.4,1385.167,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:05,234","00:23:07,002",1385.234,1387.002,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:23,285","00:23:25,787",1403.285,1405.787,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:23,285","00:23:25,787",1403.285,1405.787,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:25,822","00:23:28,356",1405.822,1408.356,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:25,822","00:23:28,356",1405.822,1408.356,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:28,391","00:23:31,193",1408.391,1411.193,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:28,391","00:23:31,193",1408.391,1411.193,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:31,227","00:23:33,161",1411.227,1413.161,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:33,196","00:23:36,631",1413.196,1416.631,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:33,196","00:23:36,631",1413.196,1416.631,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:36,666","00:23:38,533",1416.666,1418.533,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:38,568","00:23:41,570",1418.568,1421.57,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:38,568","00:23:41,570",1418.568,1421.57,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:41,604","00:23:43,305",1421.604,1423.305,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:43,339","00:23:44,806",1423.339,1424.806,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:44,841","00:23:47,175",1424.841,1427.175,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:44,841","00:23:47,175",1424.841,1427.175,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:47,210","00:23:50,545",1427.21,1430.545,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1380/end/1440,"00:23:47,210","00:23:50,545",1427.21,1430.545,Ad,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1440/end/1500,"00:24:50,555","00:24:52,691",1490.555,1492.691,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1440/end/1500,"00:24:52,824","00:24:54,759",1492.824,1494.759,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1440/end/1500,"00:24:54,893","00:24:57,095",1494.893,1497.095,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1440/end/1500,"00:24:57,229","00:24:58,129",1497.229,1498.129,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:24:58,263","00:25:01,800",1498.263,1501.8,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:01,933","00:25:03,969",1501.933,1503.969,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:04,102","00:25:04,636",1504.102,1504.636,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:04,769","00:25:06,037",1504.769,1506.037,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:06,171","00:25:07,272",1506.171,1507.272,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:07,405","00:25:10,475",1507.405,1510.475,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:10,609","00:25:10,842",1510.609,1510.842,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:10,976","00:25:13,245",1510.976,1513.245,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:13,378","00:25:14,746",1513.378,1514.746,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:14,880","00:25:15,647",1514.88,1515.647,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:15,780","00:25:16,815",1515.78,1516.815,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:16,948","00:25:17,816",1516.948,1517.816,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:17,949","00:25:19,251",1517.949,1519.251,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:19,384","00:25:20,285",1519.384,1520.285,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:20,418","00:25:22,921",1520.418,1522.921,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:23,054","00:25:24,789",1523.054,1524.789,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:24,923","00:25:27,125",1524.923,1527.125,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:27,259","00:25:29,961",1527.259,1529.961,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:30,095","00:25:32,497",1530.095,1532.497,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:32,631","00:25:35,066",1532.631,1535.066,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:35,200","00:25:36,935",1535.2,1536.935,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:37,068","00:25:41,506",1537.068,1541.506,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:41,640","00:25:43,808",1541.64,1543.808,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:43,942","00:25:44,643",1543.942,1544.643,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:44,776","00:25:46,344",1544.776,1546.344,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:46,478","00:25:47,312",1546.478,1547.312,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:47,445","00:25:49,247",1547.445,1549.247,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:49,381","00:25:50,348",1549.381,1550.348,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:50,482","00:25:51,616",1550.482,1551.616,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:51,750","00:25:52,183",1551.75,1552.183,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:52,317","00:25:54,452",1552.317,1554.452,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:54,586","00:25:56,388",1554.586,1556.388,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:56,521","00:25:57,289",1556.521,1557.289,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:57,422","00:25:58,023",1557.422,1558.023,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1500/end/1560,"00:25:58,156","00:25:59,925",1558.156,1559.925,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1560/end/1620,"00:26:00,058","00:26:01,693",1560.058,1561.693,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1560/end/1620,"00:26:01,826","00:26:02,127",1561.826,1562.127,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1560/end/1620,"00:26:02,260","00:26:03,628",1562.26,1563.628,No,-,No,-
2020-03-14,MSNBC,MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams,https://archive.org/details/MSNBCW_20200314_030000_The_11th_Hour_With_Brian_Williams/start/1560/end/1620,"00:26:03,762","00:26:06,031",1563.762,1566.031,No,-,No,-
